Town,            Population, Country,            Page, Lat_Deg, Lat_Min, Lat_Dir, Lon_Deg, Lon_Min, Lon_Dir
Tesido,          1861,       Ek'gakel,           343,  45,      40,      N,       5,       55,      W
Tethido,         1200,       Kalamar,            318,  35,      55,      N,       0,       5,       W
Tetidu,          752,        Kalamar,            325,  30,      40,      N,       0,       40,      E
Tewafefidu,      532,        Kalamar,            317,  34,      30,      N,       3,       0,       W
Tezmish,         381,        Ozhvinmish,         394,  32,      55,      N,       11,      15,      W
Tezsvahn,        2013,       Ozhvinmish,         393,  33,      10,      N,       13,      0,       W
Thabidu,         632,        Tokis,              312,  39,      5,       N,       4,       10,      W
Thabobido,       1692,       Kalamar,            322,  33,      15,      N,       0,       15,      E
Thadagidu,       437,        Kalamar,            318,  35,      10,      N,       0,       5,       W
Thagidu,         496,        Kalamar,            322,  32,      55,      N,       1,       55,      E
Thagipubidu,     802,        Pekal,              347,  42,      45,      N,       5,       50,      E
Thahidu,         511,        Kalamar,            321,  32,      50,      N,       1,       0,       W
Thajy,           401,        Rytarrwoods,        358,  48,      30,      N,       7,       45,      E
Thakakido,       1928,       Tokis,              313,  37,      45,      N,       2,       45,      W
Thakakkazh,      344,        Ul-Karg,            406,  28,      5,       N,       17,      40,      W
Thamidu,         492,        Kalamar,            322,  34,      0,       N,       0,       25,      E
Thamika'idu,     741,        Kalamar,            318,  35,      20,      N,       0,       50,      E
Thapabesidu,     435,        Kalamar,            322,  31,      45,      N,       1,       35,      E
Thapido,         2417,       Kalamar,            317,  35,      25,      N,       2,       20,      W
Thapidu,         831,        Kalamar,            322,  31,      45,      N,       0,       10,      W
Tharido,         1407,       Tokis,              313,  39,      0,       N,       3,       15,      W
Tharr,           493,        Drhokker,           364,  45,      20,      N,       8,       40,      E
Tharrazh,        489,        Norga-Krangrel,     345,  41,      35,      N,       9,       10,      W
Thathido,        1276,       Kalamar,            322,  32,      45,      N,       1,       10,      E
Thathidu,        598,        Paru'bor,           344,  45,      5,       N,       2,       0,       W
Thavathido,      1993,       Paru'bor,           343,  44,      10,      N,       3,       25,      W
Thavidu,         642,        Tokis,              312,  37,      40,      N,       4,       35,      W
Thawidu,         801,        Kalamar,            318,  34,      55,      N,       0,       50,      E
Thebidu,         651,        Kalamar,            317,  36,      55,      N,       1,       45,      W
Thedidu,         886,        Tarisato,           326,  29,      50,      N,       2,       30,      E
Thegokido,       1454,       Tokis,              312,  38,      15,      N,       4,       30,      W
Thehowemaridu,   861,        Kalamar,            317,  34,      40,      N,       2,       45,      W
Thek,            302,        Pekal,              347,  40,      50,      N,       6,       5,       E
Thekopib,        322,        Kalamar,            317,  35,      55,      N,       0,       35,      W
Thel,            382,        Kalamar,            318,  35,      30,      N,       1,       10,      E
Themidu,         703,        Kalamar,            321,  33,      40,      N,       0,       55,      W
Thepidu,         476,        Kalamar,            321,  32,      50,      N,       0,       40,      W
Theridu,         459,        Kalamar,            317,  37,      30,      N,       0,       35,      W
Therra,          976,        Tharggy,            366,  41,      0,       N,       1,       0,       E
Thetukithido,    1219,       Pekal,              346,  41,      50,      N,       6,       45,      W
Thewidu,         741,        Pekal,              346,  42,      30,      N,       6,       15,      W
Thewigidu,       504,        Tokis,              313,  38,      25,      N,       3,       15,      W
Thigibido,       1343,       Tarisato,           325,  29,      35,      N,       1,       30,      E
Thijy,           684,        Rytarrwoods,        359,  47,      10,      N,       7,       55,      E
Thik'gabidu,     644,        Ek'gakel,           338,  46,      15,      N,       6,       45,      W
Thikidu,         529,        Basir,              316,  34,      25,      N,       5,       15,      W
Thilidu,         445,        Basir,              316,  35,      0,       N,       5,       55,      W
Thimemegidu,     516,        O'par,              348,  41,      20,      N,       1,       20,      E
Thimewidu,       487,        Kalamar,            322,  31,      25,      N,       0,       15,      W
Thimido,         2164,       Kalamar,            325,  30,      25,      N,       0,       55,      E
Thimidu,         852,        Pekal,              347,  42,      40,      N,       4,       30,      E
Thinidu,         467,        Tarisato,           328,  28,      15,      N,       1,       40,      E
Thip,            380,        O'par,              348,  41,      50,      N,       1,       10,      E
Thipido,         1143,       Kalamar,            322,  32,      50,      N,       1,       15,      E
Thit,            514,        Skarrna,            364,  44,      45,      N,       8,       15,      E
Thithido,        1808,       Paru'bor,           348,  42,      50,      N,       2,       45,      E
Thithidu,        786,        Dodera,             313,  38,      25,      N,       1,       25,      W
Thithusidu,      533,        Pekal,              347,  42,      40,      N,       5,       10,      E
Thiwofutidu,     793,        Kalamar,            322,  32,      35,      N,       0,       20,      W
Thizhahagh,      515,        Ul-Karg,            406,  27,      5,       N,       19,      10,      W
Thofido,         2831,       Basir,              316,  34,      35,      N,       4,       35,      W
Thokido,         1104,       Kalamar,            325,  31,      20,      N,       0,       55,      E
Thokumido,       1471,       Dodera,             348,  40,      45,      N,       1,       15,      E
Tholidu,         500,        Pekal,              347,  42,      20,      N,       5,       30,      E
Thonesidu,       896,        Dodera,             314,  39,      15,      N,       1,       5,       E
Thonothuka'idu,  556,        Kalamar,            322,  33,      55,      N,       0,       10,      W
Thorazh,         445,        Ul-Karg,            399,  28,      55,      N,       16,      5,       W
Thoridu,         583,        Kalamar,            316,  36,      35,      N,       3,       20,      W
Thosonazh,       288,        Norga-Krangrel,     341,  43,      40,      N,       10,      45,      W
Thoth,           352,        Pekal,              274,  41,      0,       N,       5,       50,      E
Thotido,         1372,       Tokis,              313,  39,      10,      N,       1,       25,      W
Thov,            741,        Skarrna,            364,  43,      50,      N,       8,       55,      E
Thovodido,       1370,       Kalamar,            321,  32,      35,      N,       2,       25,      W
Th'sidu,         770,        Kalamar,            318,  35,      55,      N,       0,       10,      E
Thuawaon,        626,        Counaiheights,      319,  36,      50,      N,       4,       30,      E
Thubugido,       967,        Tarisato,           329,  28,      0,       N,       3,       10,      E
Thufidu,         654,        Pekal,              346,  42,      25,      N,       6,       25,      W
Thufidu,         500,        Kalamar,            323,  31,      55,      N,       2,       30,      E
Thuka,           391,        Kalamar,            321,  32,      55,      N,       1,       35,      W
Thukethidu,      414,        Kalamar,            316,  36,      15,      N,       3,       55,      W
Thukk,           436,        Skarrna,            370,  43,      10,      N,       8,       25,      E
Thulidu,         734,        Kalamar,            316,  34,      20,      N,       4,       5,       W
Thupidu,         510,        Kalamar,            322,  33,      35,      N,       1,       10,      E
Thupuka'agido,   1239,       Kalamar,            322,  33,      55,      N,       1,       5,       E
Thuth,           736,        Tharggy,            366,  41,      45,      N,       1,       10,      E
Thuvefodidu,     500,        Kalamar,            322,  31,      55,      N,       0,       10,      W
Thuvidu,         465,        Kalamar,            321,  32,      0,       N,       0,       40,      W
Thuvonidu,       450,        Tarisato,           328,  28,      5,       N,       1,       50,      E
Thyba-Rokan,     496,        Khydobandesert,     370,  40,      35,      N,       10,      15,      E
Thygak,          1082,       Thybaj,             367,  41,      15,      N,       4,       10,      E
Thygasha,        40063,      Khydobandesert,     374,  40,      15,      N,       10,      45,      E
Thykak,          810,        Thybaj,             367,  41,      0,       N,       4,       20,      E
Thyreth,         398,        Thybaj,             367,  42,      35,      N,       4,       45,      E
Thytanth,        3353,       Thybaj,             368,  40,      5,       N,       4,       25,      E
Thythyf,         450,        Khydobandesert,     371,  40,      50,      N,       11,      10,      E
Tibido,          967,        Kalamar,            318,  36,      0,       N,       1,       45,      E
Tigakido,        2237,       Kalamar,            317,  35,      35,      N,       3,       0,       W
Tigden,          255,        Cosdol,             289,  46,      35,      N,       15,      20,      W
Tigfazh,         447,        Ul-Karg,            406,  28,      20,      N,       19,      55,      W
Tigidu,          510,        Kalamar,            318,  35,      25,      N,       1,       20,      E
Tigidu,          419,        Kalamar,            322,  33,      30,      N,       1,       25,      E
Tiguwidu,        509,        Kalamar,            322,  32,      0,       N,       1,       15,      E
Tiikk,           1448,       Skarrna,            370,  42,      50,      N,       9,       5,       E
Tikahido,        1445,       Ek'kasel,           346,  43,      0,       N,       6,       55,      W
Tika'idu,        588,        Basir,              320,  33,      15,      N,       4,       45,      W
Tikaroreta,      1543,       Korak,              342,  43,      15,      N,       8,       20,      W
Tildden,         511,        Cosdol,             289,  47,      5,       N,       16,      50,      W
Tilido,          1427,       Paru'bor,           343,  44,      45,      N,       3,       25,      W
Tilidu,          554,        Kalamar,            317,  37,      50,      N,       0,       50,      W
Timehido,        1296,       Kalamar,            322,  31,      55,      N,       1,       35,      E
Timmahni,        326,        Ozhvinmish,         393,  33,      10,      N,       12,      45,      W
Timusidu,        677,        Tarisato,           329,  28,      10,      N,       2,       45,      E
Tindven,         1830,       Eldor,              298,  42,      45,      N,       17,      40,      W
Tinidu,          713,        Paru'bor,           348,  42,      55,      N,       3,       10,      E
Tiridu,          504,        Kalamar,            317,  35,      15,      N,       3,       10,      W
Tirlven,         1253,       Eldor,              298,  42,      40,      N,       17,      40,      W
Tirosethido,     1946,       Kalamar,            321,  34,      15,      N,       2,       35,      W
Tisidu,          406,        Basir,              316,  34,      45,      N,       5,       0,       W
Titido,          2318,       Kalamar,            320,  33,      50,      N,       3,       25,      W
Tiv,             381,        Kalamar,            321,  33,      40,      N,       1,       0,       W
Tividu,          781,        Kalamar,            318,  34,      25,      N,       0,       5,       E
Tividu,          467,        Kalamar,            318,  35,      25,      N,       0,       5,       W
Tiwido,          1203,       Kalamar,            325,  31,      10,      N,       0,       0,       W
Tiwidu,          838,        Tarisato,           326,  30,      25,      N,       2,       20,      E
Tiwuthorido,     1081,       Kalamar,            322,  32,      15,      N,       1,       35,      E
Tizhomish,       1155,       Meznamish,          393,  31,      30,      N,       14,      25,      W
Tizhvahn,        621,        Ozhvinmish,         394,  32,      25,      N,       10,      0,       W
Tobden,          581,        Pelbrolenon,        309,  37,      5,       N,       15,      50,      W
Todden,          500,        Cosdol,             285,  50,      35,      N,       14,      10,      W
Todido,          1016,       O'par,              348,  42,      30,      N,       2,       5,       E
Todidu,          512,        Kalamar,            323,  31,      35,      N,       3,       30,      E
Tofden,          460,        Mendarn,            308,  37,      15,      N,       18,      20,      W
Togar,           337,        Khydobandesert,     373,  40,      0,       N,       10,      30,      E
Togeseta,        7200,       Kalamar,            322,  33,      10,      N,       1,       10,      E
Togidu,          547,        Basir,              320,  33,      50,      N,       5,       0,       W
Tohidu,          749,        Kalamar,            325,  30,      45,      N,       1,       40,      E
Tohrvahn,        1349,       Ozhvinmish,         402,  30,      15,      N,       8,       40,      W
Tohztahni,       380,        Ahznomahn,          402,  28,      30,      N,       8,       15,      W
Toka'idu,        465,        Kalamar,            317,  37,      10,      N,       1,       20,      W
Toka'uhido,      1072,       Basir,              320,  32,      55,      N,       4,       40,      W
Tokikahido,      2332,       O'par,              348,  41,      25,      N,       0,       40,      E
Tokonth,         618,        Khydobandesert,     373,  40,      15,      N,       9,       30,      E
Tolvuyd,         1250,       Skarrna,            364,  43,      20,      N,       9,       0,       E
Tomagh,          466,        Tarisato,           326,  31,      5,       N,       3,       50,      E
Tonidu,          623,        Tokis,              312,  39,      40,      N,       4,       10,      W
Tonohidu,        846,        Kalamar,            322,  33,      55,      N,       0,       15,      E
Topet,           354,        Pekal,              347,  41,      30,      N,       4,       0,       E
Topitumidu,      823,        Tarisato,           328,  28,      15,      N,       1,       30,      E
Torin,           135,        Kalamar,            321,  33,      50,      N,       0,       45,      W
Torr,            399,        Drhokker,           358,  46,      25,      N,       6,       0,       E
Toshahni,        572,        Ahznomahn,          402,  28,      55,      N,       7,       40,      W
Toshor,          704,        Thybaj,             362,  43,      45,      N,       4,       30,      E
Totepolido,      1728,       Paru'bor,           347,  43,      10,      N,       3,       20,      E
Tothewidu,       666,        O'par,              348,  41,      55,      N,       0,       50,      E
Tothido,         1076,       Paru'bor,           343,  45,      0,       N,       4,       0,       W
Totido,          1705,       O'par,              348,  42,      0,       N,       1,       30,      E
Toudei,          389,        Reanaariabay,       372,  39,      25,      N,       6,       0,       E
Touvaer,         551,        Counaiheights,      319,  37,      0,       N,       4,       30,      E
Toverr,          350,        Drhokker,           358,  46,      45,      N,       5,       10,      E
Tovido,          1499,       Tokis,              313,  38,      50,      N,       1,       35,      W
Tovido,          1407,       Kalamar,            318,  36,      40,      N,       0,       35,      E
Tovido,          1186,       Kalamar,            320,  31,      35,      N,       3,       45,      W
Tovrven,         910,        Mendarn,            303,  37,      55,      N,       18,      15,      W
Tovudidu,        440,        Kalamar,            321,  34,      5,       N,       2,       5,       W
Toydarr,         326,        Skarrna,            364,  44,      40,      N,       8,       30,      E
Trakk,           625,        Tharggy,            367,  41,      20,      N,       2,       40,      E
Tranvven,        1032,       Eldor,              294,  44,      55,      N,       16,      20,      W
Trarnven,        1837,       Eldor,              299,  41,      55,      N,       15,      40,      W
Trarr,           5500,       Drhokker,           363,  45,      40,      N,       7,       25,      E
Trarr,           517,        Drhokker,           363,  45,      55,      N,       6,       20,      E
Trath,           604,        Skarrna,            364,  44,      5,       N,       8,       45,      E
Travolen,        734,        Eldor,              298,  43,      10,      N,       17,      40,      W
Trebden,         747,        Mendarn,            304,  40,      5,       N,       16,      15,      W
Trerr,           401,        Skarrna,            364,  43,      55,      N,       9,       15,      E
Trerr,           705,        Tharggy,            367,  40,      35,      N,       3,       35,      E
Trevrven,        1527,       Cosdol,             289,  47,      20,      N,       17,      0,       W
Trihven,         1247,       Eldor,              294,  43,      20,      N,       15,      55,      W
Trikk,           648,        Tharggy,            368,  39,      50,      N,       3,       30,      E
Trildden,        465,        Eldor,              293,  45,      5,       N,       18,      35,      W
Trirven,         1415,       Mendarn,            304,  39,      25,      N,       16,      50,      W
Trispden,        878,        Eldor,              299,  40,      30,      N,       15,      10,      W
Trivrven,        1528,       Eldor,              294,  44,      20,      N,       15,      35,      W
Troldden,        409,        Eldor,              298,  42,      50,      N,       18,      10,      W
Tronden,         512,        Pelbrolenon,        309,  36,      10,      N,       15,      10,      W
Trovlden,        886,        Eldor,              293,  43,      20,      N,       18,      0,       W
Truhden,         656,        Mendarn,            304,  40,      15,      N,       16,      30,      W
Trukk,           328,        Torakk,             357,  46,      50,      N,       2,       35,      E
Trukk,           1227,       Drhokker,           363,  46,      10,      N,       7,       30,      E
Truvven,         1107,       Cosdol,             290,  46,      35,      N,       12,      50,      W
Truzden,         830,        Mendarn,            304,  39,      45,      N,       17,      15,      W
Tubidu,          686,        Kalamar,            318,  36,      25,      N,       0,       30,      E
Tubkkukagh,      574,        Tarisato,           326,  29,      20,      N,       3,       50,      E
Tud,             357,        P'bapar,            337,  47,      30,      N,       9,       30,      W
Tudden,          835,        Mendarn,            304,  39,      50,      N,       15,      55,      W
Tueruiz,         376,        Fauteeforest,       378,  32,      50,      N,       6,       20,      E
Tuggagh,         444,        Ul-Karg,            398,  28,      45,      N,       18,      15,      W
Tuhido,          2025,       Kalamar,            323,  31,      35,      N,       2,       50,      E
Tuka'idu,        481,        Kalamar,            317,  36,      45,      N,       1,       30,      W
Tukido,          1939,       Kalamar,            322,  31,      30,      N,       0,       10,      E
Tulden,          879,        Elosdesert,         311,  39,      5,       N,       7,       20,      W
Tulidu,          593,        Paru'bor,           344,  44,      55,      N,       2,       25,      W
Tulisido,        1202,       Paru'bor,           343,  44,      10,      N,       4,       10,      W
Tumufido,        1777,       Kalamar,            325,  30,      15,      N,       1,       0,       E
Tunden,          857,        Eldor,              293,  43,      25,      N,       17,      30,      W
Tup,             344,        Basir,              320,  33,      45,      N,       4,       30,      W
Tupden,          587,        Mendarn,            304,  40,      5,       N,       15,      0,       W
Turithido,       2499,       Kalamar,            313,  37,      50,      N,       1,       25,      W
Turr-Narr,       769,        Skarrna,            364,  45,      5,       N,       9,       30,      E
Tuthidu,         669,        O'par,              348,  42,      15,      N,       1,       40,      E
Tuthob,          350,        Kalamar,            317,  37,      5,       N,       0,       40,      W
Tutido,          1265,       Pekal,              346,  43,      10,      N,       6,       40,      W
T'vido,          976,        Tokis,              312,  38,      55,      N,       3,       35,      W
T'vidu,          682,        Paru'bor,           344,  45,      15,      N,       2,       10,      W
Uaweil,          576,        Fauteeforest,       378,  33,      50,      N,       5,       40,      E
Uegguam,         652,        Nanakaryforest,     373,  38,      15,      N,       8,       45,      E
Ulzean,          461,        Nanakaryforest,     373,  38,      0,       N,       8,       35,      E
Unvden,          883,        Mendarn,            303,  38,      30,      N,       17,      45,      W
Unvden,          721,        Mendarn,            308,  37,      10,      N,       18,      40,      W
Unvolen,         10400,      Eldor,              294,  44,      25,      N,       15,      10,      W
Unvven,          1513,       Elosdesert,         350,  35,      55,      N,       9,       45,      W
Uoriol,          605,        Reanaariabay,       372,  39,      50,      N,       5,       40,      E
Upfoun,          690,        Nanakaryforest,     373,  38,      40,      N,       9,       50,      E
Urlven,          1704,       Eldor,              299,  42,      50,      N,       16,      50,      W
Urra,            479,        Drhokker,           358,  46,      20,      N,       5,       35,      E
U'rudaketa,      16100,      Tokis,              312,  38,      5,       N,       5,       5,       W
Uspden,          788,        Mendarn,            303,  39,      20,      N,       17,      40,      W
Uspven,          1000,       Eldor,              294,  43,      40,      N,       15,      40,      W
Uuzuar,          466,        Counaiheights,      319,  37,      10,      N,       4,       20,      E
Uvven,           1418,       Eldor,              293,  45,      5,       N,       18,      10,      W
Uzden,           704,        Eldor,              294,  46,      5,       N,       17,      10,      W
Vabothidu,       418,        Kalamar,            317,  35,      25,      N,       3,       15,      W
Vaden,           672,        Pelbrolenon,        308,  36,      30,      N,       18,      0,       W
Vafewidu,        738,        Dodera,             313,  38,      5,       N,       1,       5,       W
Vafido,          1048,       Basir,              316,  37,      15,      N,       5,       55,      W
Vahidu,          585,        Kalamar,            321,  33,      25,      N,       1,       45,      W
Vahzmahagh,      536,        Ul-Karg,            398,  29,      45,      N,       18,      0,       W
Vahzsvahni,      895,        Meznamish,          392,  32,      45,      N,       15,      20,      W
Vakopisek,       393,        Kalamar,            321,  32,      40,      N,       1,       0,       W
Valido,          1326,       O'par,              348,  43,      15,      N,       2,       10,      E
Valido,          1146,       Tarisato,           325,  30,      10,      N,       1,       45,      E
Vammish,         1139,       Meznamish,          399,  31,      5,       N,       16,      5,       W
Vammish,         539,        Ozhvinmish,         402,  29,      45,      N,       8,       15,      W
Vamven,          1718,       Pelbrolenon,        309,  36,      20,      N,       15,      50,      W
Vamzahn,         531,        Ozhvinmish,         393,  32,      15,      N,       12,      25,      W
Vamzahni,        2603,       Zazahni,            409,  28,      10,      N,       11,      35,      W
Vangahni,        1955,       Meznamish,          393,  32,      5,       N,       14,      10,      W
Vanidu,          583,        Kalamar,            317,  37,      10,      N,       0,       35,      W
Vanmish,         2459,       Meznamish,          392,  31,      35,      N,       15,      20,      W
Vanowmish,       601,        Ozhvinmish,         394,  32,      30,      N,       9,       50,      W
Vanzhahni,       530,        Ozhvinmish,         394,  33,      30,      N,       10,      50,      W
Vaorkuir,        474,        Nanakaryforest,     373,  38,      40,      N,       9,       30,      E
Vapmahn,         740,        Zazahni,            401,  28,      40,      N,       10,      25,      W
Vapmish,         410,        Ozhvinmish,         402,  29,      55,      N,       8,       10,      W
Vapshahni,       1979,       Meznamish,          400,  29,      5,       N,       14,      5,       W
Vapvahn,         2068,       Ozhvinmish,         394,  33,      15,      N,       10,      25,      W
Varen,           660,        Zazahni,            400,  30,      5,       N,       13,      10,      W
Varenido,        1662,       Ek'kasel,           342,  45,      10,      N,       7,       15,      W
Var'gig,         245,        Ek'gakel,           339,  46,      40,      N,       4,       5,       W
Varhahn,         350,        Ozhvinmish,         401,  30,      20,      N,       9,       10,      W
Varido,          1370,       O'par,              348,  41,      50,      N,       2,       30,      W
Varlden,         426,        Mendarn,            303,  38,      5,       N,       18,      5,       W
Varmish,         1548,       Ahznomahn,          402,  29,      10,      N,       6,       25,      W
Varmorr,         3000,       Torakk,             357,  48,      50,      N,       3,       30,      E
Vashnahni,       1520,       Ahznomahn,          410,  27,      20,      N,       6,       45,      W
Vashvahni,       364,        Ozhvinmish,         402,  30,      35,      N,       8,       35,      W
Vatagh,          588,        Ul-Karg,            399,  28,      35,      N,       17,      10,      W
Vatotido,        1849,       Kalamar,            321,  32,      55,      N,       2,       10,      W
Vawidu,          487,        Kalamar,            326,  30,      40,      N,       2,       20,      E
Vaykk,           1028,       Drhokker,           363,  45,      20,      N,       7,       20,      E
Vazahni,         1181,       Ozhvinmish,         393,  33,      30,      N,       11,      55,      W
Vazmish,         1221,       Meznamish,          393,  31,      55,      N,       14,      5,       W
Vazmish,         1074,       Meznamish,          399,  30,      45,      N,       16,      10,      W
V'bed,           380,        Pekal,              347,  41,      15,      N,       5,       30,      E
Vearur,          744,        Counaiheights,      319,  36,      45,      N,       4,       55,      E
Veggzikrlibagh,  708,        Tarisato,           329,  28,      15,      N,       4,       25,      E
Vehmish,         1407,       Zazahni,            407,  28,      0,       N,       14,      30,      W
Vehnhahn,        494,        Ozhvinmish,         394,  32,      35,      N,       9,       35,      W
Vehnshahni,      1391,       Meznamish,          392,  33,      20,      N,       14,      45,      W
Vemish,          430,        Ozhvinmish,         400,  30,      40,      N,       14,      10,      W
Venshmahn,       435,        Ozhvinmish,         401,  30,      30,      N,       9,       15,      W
Verido,          772,        Korak,              341,  45,      20,      N,       9,       5,       W
Veridu,          547,        Pekal,              347,  41,      50,      N,       4,       0,       E
Veronis,         190,        Kalamar,            321,  33,      55,      N,       0,       40,      W
Vesido,          2659,       Tokis,              312,  37,      30,      N,       5,       45,      W
Vespden,         575,        Mendarn,            304,  39,      10,      N,       16,      45,      W
Vespidu,         882,        Korak,              341,  45,      30,      N,       9,       55,      W
Vetden,          854,        Mendarn,            304,  39,      40,      N,       16,      45,      W
Veth,            837,        Drhokker,           364,  45,      55,      N,       8,       40,      E
Vethido,         1336,       Dodera,             348,  40,      50,      N,       0,       35,      E
Vevusido,        1569,       Kalamar,            325,  31,      15,      N,       0,       25,      E
Vew,             609,        P'bapar,            337,  48,      0,       N,       10,      20,      W
Vezmish,         1586,       Meznamish,          392,  33,      35,      N,       14,      35,      W
Vezmish,         855,        Meznamish,          392,  31,      35,      N,       16,      15,      W
Vhajy,           594,        Tharggy,            368,  37,      45,      N,       2,       45,      E
Vhith,           742,        Rytarrwoods,        359,  47,      40,      N,       8,       10,      E
Vhott,           3600,       Drhokker,           363,  44,      55,      N,       7,       20,      E
Vhoyl,           1641,       Skarrna,            370,  43,      0,       N,       8,       20,      E
Vhut,            358,        Drhokker,           360,  46,      20,      N,       11,      50,      E
Vhuyd,           422,        Drhokker,           362,  45,      15,      N,       4,       5,       E
Vhuyl-Narr,      653,        Tharggy,            366,  42,      15,      N,       1,       10,      E
Vhyrkk,          404,        Drhokker,           365,  46,      10,      N,       11,      5,       E
Vibido,          995,        Kalamar,            325,  30,      20,      N,       1,       55,      E
Vibidu,          799,        Kalamar,            317,  35,      0,       N,       2,       45,      W
Vifahedido,      1519,       Tokis,              313,  38,      35,      N,       3,       15,      W
Vihido,          1645,       P'bapar,            341,  45,      35,      N,       9,       50,      W
Vihidu,          689,        Kalamar,            316,  34,      35,      N,       3,       50,      W
Vika'upido,      1228,       Kalamar,            322,  31,      35,      N,       0,       10,      W
Vilden,          504,        Mendarn,            303,  39,      40,      N,       17,      45,      W
Vilidu,          600,        Ek'kasel,           346,  42,      30,      N,       8,       10,      W
Vilurra,         554,        Skarrna,            370,  42,      45,      N,       8,       20,      E
Vimahn,          2898,       Meznamish,          393,  31,      55,      N,       14,      15,      W
Vimidu,          531,        Kalamar,            318,  36,      30,      N,       0,       10,      W
Vimirido,        1194,       Paru'bor,           343,  44,      40,      N,       3,       25,      W
Vimmish,         1273,       Zazahni,            409,  28,      20,      N,       11,      5,       W
Vimnahni,        1523,       Ozhvinmish,         394,  31,      25,      N,       10,      5,       W
Vinidu,          786,        Pekal,              347,  42,      15,      N,       4,       50,      E
Vinow-Ahnozh,    1535,       Ozhvinmish,         400,  30,      25,      N,       13,      20,      W
Vinsahni,        673,        Zazahni,            408,  28,      5,       N,       13,      5,       W
Vipizuar,        745,        Keenorators,        368,  38,      10,      N,       5,       0,       E
Viredeo,         731,        Reanaariabay,       372,  40,      0,       N,       6,       50,      E
Viridu,          632,        Tarisato,           328,  28,      5,       N,       1,       15,      E
Virovelido,      1568,       Paru'bor,           343,  44,      5,       N,       4,       0,       W
Vis,             378,        Paru'bor,           343,  44,      25,      N,       4,       20,      W
Vishmish,        372,        Ozhvinmish,         395,  32,      0,       N,       8,       30,      W
Vishmish,        744,        Zazahni,            408,  28,      20,      N,       14,      0,       W
Vishvahni,       408,        Ozhvinmish,         395,  31,      50,      N,       8,       40,      W
Visilomidu,      595,        Kalamar,            321,  33,      55,      N,       1,       55,      W
Vithufetido,     1706,       Pekal,              347,  42,      30,      N,       4,       35,      E
Viv,             357,        Kalamar,            318,  35,      25,      N,       0,       40,      E
Vivahni,         2343,       Ahznomahn,          410,  27,      55,      N,       6,       40,      W
Viwido,          1929,       Ek'gakel,           343,  45,      50,      N,       4,       55,      W
Vizahni,         452,        Ozhvinmish,         393,  33,      10,      N,       13,      10,      W
Vizez,           RUINS,      Zazahni,            399,  29,      5,       N,       14,      40,      W
Vlacven,         1448,       Eldor,              294,  45,      30,      N,       17,      15,      W
Vlapven,         1193,       Pelbrolenon,        308,  36,      15,      N,       18,      50,      W
Vlarnven,        967,        Mendarn,            299,  40,      25,      N,       15,      40,      W
Vlavden,         531,        Eldor,              294,  43,      15,      N,       15,      45,      W
Vlavrven,        1110,       Cosdol,             289,  49,      5,       N,       14,      45,      W
Vleden,          648,        Mendarn,            303,  37,      50,      N,       19,      5,       W
Vlobven,         953,        Eldor,              294,  45,      55,      N,       16,      45,      W
Vlorden,         566,        Cosdol,             290,  46,      35,      N,       14,      15,      W
Vlubven,         923,        Mendarn,            303,  38,      35,      N,       17,      40,      W
Vluden,          696,        Mendarn,            303,  37,      40,      N,       18,      55,      W
Vluhden,         830,        Eldor,              294,  45,      25,      N,       16,      35,      W
Vlurden,         705,        Mendarn,            299,  40,      25,      N,       15,      50,      W
Vluwden,         604,        Cosdol,             290,  49,      10,      N,       13,      35,      W
Vobido,          1769,       Kalamar,            321,  32,      5,       N,       2,       30,      W
Vodun,           348,        Pekal,              347,  42,      10,      N,       3,       50,      E
Vohenesh,        382,        Ozhvinmish,         394,  32,      5,       N,       11,      0,       W
Vohran,          399,        Ahznomahn,          410,  27,      10,      N,       7,       10,      W
Vohznahni,       607,        Ozhvinmish,         394,  32,      50,      N,       11,      10,      W
Voka'etidu,      481,        Kalamar,            321,  32,      10,      N,       0,       50,      W
Vokayl,          503,        Tharggy,            314,  39,      55,      N,       1,       50,      E
Vomabidu,        521,        Kalamar,            321,  33,      30,      N,       0,       45,      W
Vominahni,       1751,       Zazahni,            400,  29,      30,      N,       12,      15,      W
Vominahni,       1014,       Zazahni,            400,  30,      5,       N,       12,      25,      W
Vomish,          429,        Elosdesert,         310,  36,      10,      N,       12,      25,      W
Vomovahni,       1849,       Zazahni,            409,  27,      45,      N,       9,       15,      W
Vomwhahn,        375,        Ozhvinmish,         395,  31,      55,      N,       8,       40,      W
Vonden,          432,        Ek'gakel,           343,  46,      10,      N,       5,       45,      W
Vonidu,          410,        Paru'bor,           344,  45,      25,      N,       2,       50,      W
Vonun'midu,      557,        Kalamar,            322,  33,      50,      N,       0,       45,      E
Vopido,          1293,       Kalamar,            321,  32,      15,      N,       0,       35,      W
Voranden,        551,        Ek'kasel,           342,  44,      45,      N,       7,       20,      W
Voredidu,        841,        P'bapar,            337,  46,      45,      N,       9,       15,      W
Voren,           648,        P'bapar,            337,  46,      55,      N,       9,       30,      W
Vormahn,         1512,       Meznamish,          393,  31,      40,      N,       14,      10,      W
Vorra,           1284,       Drhokker,           363,  45,      55,      N,       6,       55,      E
Vos,             341,        Tarisato,           325,  30,      20,      N,       1,       55,      E
Voshahni,        517,        Ozhvinmish,         393,  33,      5,       N,       12,      50,      W
